"Gene_ID"	"Start"	"End"	"length"	"Gene_type"
"ENSG00000239388"	57268347	57292682	24335	"protein_coding"
"ENSG00000239389"	140882208	141012344	130136	"protein_coding"
"ENSG00000239395"	247711813	247723764	11951	"protein_coding"
"ENSG00000239474"	169509702	169526262	16560	"protein_coding"
"ENSG00000239521"	100200653	100272232	71579	"protein_coding"
"ENSG00000239571"	89936859	89937679	820	"protein_coding"
"ENSG00000239590"	122519141	122520082	941	"protein_coding"
"ENSG00000239605"	47045538	47155378	109840	"protein_coding"
"ENSG00000239620"	127283784	127288046	4262	"protein_coding"
"ENSG00000239642"	131806993	131945698	138705	"protein_coding"
"ENSG00000239672"	51153536	51162428	8892	"protein_coding"
"ENSG00000239697"	7548891	7557890	8999	"protein_coding"
"ENSG00000239704"	15436015	15503608	67593	"protein_coding"
"ENSG00000239713"	39077005	39087743	10738	"protein_coding"
"ENSG00000239732"	52221080	52226163	5083	"protein_coding"
"ENSG00000239779"	74458329	74460891	2562	"protein_coding"
"ENSG00000239789"	55951819	55956501	4682	"protein_coding"
"ENSG00000239810"	12824605	12831410	6805	"protein_coding"
"ENSG00000239819"	90220727	90221384	657	"protein_coding"
"ENSG00000239839"	7015869	7018301	2432	"protein_coding"
"ENSG00000239855"	88966262	88966767	505	"protein_coding"
"ENSG00000239857"	876552	896436	19884	"protein_coding"
"ENSG00000239862"	89297264	89297785	521	"protein_coding"
"ENSG00000239886"	41226648	41227652	1004	"protein_coding"
"ENSG00000239887"	162366908	162386818	19910	"protein_coding"
"ENSG00000239900"	40346500	40390463	43963	"protein_coding"
"ENSG00000239920"	5254392	5678434	424042	"protein_coding"
"ENSG00000239951"	89142574	89143160	586	"protein_coding"
"ENSG00000239961"	54333185	54339150	5965	"protein_coding"
"ENSG00000239975"	89913982	89916052	2070	"protein_coding"
"ENSG00000239998"	54572920	54590287	17367	"protein_coding"
"ENSG00000240021"	178513077	178548602	35525	"protein_coding"
"ENSG00000240038"	103553815	103579534	25719	"protein_coding"
"ENSG00000240041"	105864215	105864260	45	"protein_coding"
"ENSG00000240045"	155290229	155293775	3546	"protein_coding"
"ENSG00000240053"	31670167	31673776	3609	"protein_coding"
"ENSG00000240065"	32844136	32859585	15449	"protein_coding"
"ENSG00000240184"	141475947	141512979	37032	"protein_coding"
"ENSG00000240204"	129502479	129512932	10453	"protein_coding"
"ENSG00000240224"	233712992	233773299	60307	"protein_coding"
"ENSG00000240230"	898778	975599	76821	"protein_coding"
"ENSG00000240247"	6996766	6999195	2429	"protein_coding"
"ENSG00000240303"	132558138	132660723	102585	"protein_coding"
"ENSG00000240344"	200870907	200889303	18396	"protein_coding"
"ENSG00000240382"	89117342	89117844	502	"protein_coding"
"ENSG00000240386"	152776372	152776728	356	"protein_coding"
"ENSG00000240403"	54850443	54867207	16764	"protein_coding"
"ENSG00000240432"	30425265	30425968	703	"protein_coding"
"ENSG00000240505"	16929816	16972118	42302	"protein_coding"
"ENSG00000240542"	41189887	41190639	752	"protein_coding"
"ENSG00000240563"	62194831	62212328	17497	"protein_coding"
"ENSG00000240583"	30911694	30925516	13822	"protein_coding"
"ENSG00000240654"	24307166	24322535	15369	"protein_coding"
"ENSG00000240671"	88992409	88992931	522	"protein_coding"
"ENSG00000240682"	129127415	129161293	33878	"protein_coding"
"ENSG00000240694"	26504686	26514092	9406	"protein_coding"
"ENSG00000240720"	92141643	92179531	37888	"protein_coding"
"ENSG00000240747"	42809483	42942792	133309	"protein_coding"
"ENSG00000240764"	141489121	141512979	23858	"protein_coding"
"ENSG00000240771"	57610180	57619379	9199	"protein_coding"
"ENSG00000240849"	50118254	50153734	35480	"protein_coding"
"ENSG00000240857"	18554723	18560680	5957	"protein_coding"
"ENSG00000240864"	89099859	89100361	502	"protein_coding"
"ENSG00000240871"	41084150	41085141	991	"protein_coding"
"ENSG00000240891"	111674676	111846447	171771	"protein_coding"
"ENSG00000240972"	23894004	23895227	1223	"protein_coding"
"ENSG00000241058"	18545561	18659285	113724	"protein_coding"
"ENSG00000241106"	32812763	32820466	7703	"protein_coding"
"ENSG00000241119"	233671853	233773300	101447	"protein_coding"
"ENSG00000241123"	44579455	44580604	1149	"protein_coding"
"ENSG00000241127"	39566376	39610320	43944	"protein_coding"
"ENSG00000241128"	247722957	247724043	1086	"protein_coding"
"ENSG00000241149"	63998874	64016130	17256	"protein_coding"
"ENSG00000241186"	46574534	46582463	7929	"protein_coding"
"ENSG00000241224"	109118252	109150514	32262	"protein_coding"
"ENSG00000241233"	71538025	71539207	1182	"protein_coding"
"ENSG00000241241"	41101502	41102209	707	"protein_coding"
"ENSG00000241244"	90100236	90100738	502	"protein_coding"
"ENSG00000241258"	66114604	66154568	39964	"protein_coding"
"ENSG00000241294"	89176328	89177160	832	"protein_coding"
"ENSG00000241322"	15565483	15619512	54029	"protein_coding"
"ENSG00000241343"	101390824	101396154	5330	"protein_coding"
"ENSG00000241351"	89027171	89027731	560	"protein_coding"
"ENSG00000241356"	56819573	56820516	943	"protein_coding"
"ENSG00000241360"	37658727	37666934	8207	"protein_coding"
"ENSG00000241370"	30345131	30346884	1753	"protein_coding"
"ENSG00000241399"	159768630	159798255	29625	"protein_coding"
"ENSG00000241404"	32164583	32168281	3698	"protein_coding"
"ENSG00000241468"	99448475	99466331	17856	"protein_coding"
"ENSG00000241476"	52696896	52707189	10293	"protein_coding"
"ENSG00000241484"	44752558	44862788	110230	"protein_coding"
"ENSG00000241489"	149482543	149533935	51392	"protein_coding"
"ENSG00000241553"	9792495	9807726	15231	"protein_coding"
"ENSG00000241563"	10449719	10451902	2183	"protein_coding"
"ENSG00000241566"	90004797	90005629	832	"protein_coding"
"ENSG00000241595"	41249687	41250653	966	"protein_coding"
"ENSG00000241598"	1620958	1622138	1180	"protein_coding"
"ENSG00000241635"	233760248	233773299	13051	"protein_coding"
"ENSG00000241644"	30697985	30757602	59617	"protein_coding"
"ENSG00000241685"	99325910	99366262	40352	"protein_coding"
"ENSG00000241690"	2814968	2818066	3098	"protein_coding"
"ENSG00000241697"	100473113	100577636	104523	"protein_coding"
"ENSG00000241755"	89009982	89010515	533	"protein_coding"
"ENSG00000241794"	153056113	153057537	1424	"protein_coding"
"ENSG00000241837"	33903453	33915980	12527	"protein_coding"
"ENSG00000241839"	64841883	64868007	26124	"protein_coding"
"ENSG00000241852"	22599601	22604150	4549	"protein_coding"
"ENSG00000241878"	31618491	31662432	43941	"protein_coding"
"ENSG00000241935"	97584323	97612802	28479	"protein_coding"
"ENSG00000241945"	44107290	44131181	23891	"protein_coding"
"ENSG00000241962"	99141485	99322741	181256	"protein_coding"
"ENSG00000241973"	20707691	20859417	151726	"protein_coding"
"ENSG00000241978"	110048598	110172512	123914	"protein_coding"
"ENSG00000242019"	54724479	54736536	12057	"protein_coding"
"ENSG00000242028"	43796142	43803043	6901	"protein_coding"
"ENSG00000242076"	89266494	89268506	2012	"protein_coding"
"ENSG00000242110"	33986178	34008108	21930	"protein_coding"
"ENSG00000242114"	30425530	30429053	3523	"protein_coding"
"ENSG00000242120"	70196894	70312726	115832	"protein_coding"
"ENSG00000242173"	268727	283010	14283	"protein_coding"
"ENSG00000242220"	32574841	32587373	12532	"protein_coding"
"ENSG00000242221"	43064211	43083045	18834	"protein_coding"
"ENSG00000242247"	42796502	42858106	61604	"protein_coding"
"ENSG00000242252"	156241962	156243321	1359	"protein_coding"
"ENSG00000242259"	19351368	19448232	96864	"protein_coding"
"ENSG00000242265"	94656325	94669695	13370	"protein_coding"
"ENSG00000242362"	120977606	120980928	3322	"protein_coding"
"ENSG00000242366"	233617645	233773310	155665	"protein_coding"
"ENSG00000242371"	89319625	89320146	521	"protein_coding"
"ENSG00000242372"	35278911	35284985	6074	"protein_coding"
"ENSG00000242389"	21903618	21918067	14449	"protein_coding"
"ENSG00000242419"	141484997	141512979	27982	"protein_coding"
"ENSG00000242441"	48617798	48733148	115350	"protein_coding"
"ENSG00000242472"	105863814	105863862	48	"protein_coding"
"ENSG00000242485"	1401908	1407313	5405	"protein_coding"
"ENSG00000242498"	89895006	89912956	17950	"protein_coding"
"ENSG00000242515"	233636454	233773305	136851	"protein_coding"
"ENSG00000242534"	89959979	89960754	775	"protein_coding"
"ENSG00000242550"	63897174	63936111	38937	"protein_coding"
"ENSG00000242574"	32934629	32941070	6441	"protein_coding"
"ENSG00000242580"	90209873	90210529	656	"protein_coding"
"ENSG00000242612"	401826	412487	10661	"protein_coding"
"ENSG00000242616"	111661335	111670246	8911	"protein_coding"
"ENSG00000242689"	58622673	58625733	3060	"protein_coding"
"ENSG00000242715"	36222008	36297840	75832	"protein_coding"
"ENSG00000242732"	72127110	72131901	4791	"protein_coding"
"ENSG00000242766"	90082635	90083291	656	"protein_coding"
"ENSG00000242802"	4775615	4794395	18780	"protein_coding"
"ENSG00000242852"	12461184	12513854	52670	"protein_coding"
"ENSG00000242866"	43599563	43618800	19237	"protein_coding"
"ENSG00000242875"	21511338	21549094	37756	"protein_coding"
"ENSG00000242887"	105864587	105864635	48	"protein_coding"
"ENSG00000242950"	92468380	92477986	9606	"protein_coding"
"ENSG00000243056"	140547666	140549578	1912	"protein_coding"
"ENSG00000243063"	88978468	88979081	613	"protein_coding"
"ENSG00000243073"	12879224	12886201	6977	"protein_coding"
"ENSG00000243130"	43007656	43026512	18856	"protein_coding"
"ENSG00000243135"	233729108	233773299	44191	"protein_coding"
"ENSG00000243137"	43192702	43207299	14597	"protein_coding"
"ENSG00000243147"	27771717	27988087	216370	"protein_coding"
"ENSG00000243156"	17787649	18024559	236910	"protein_coding"
"ENSG00000243207"	10106223	10114780	8557	"protein_coding"
"ENSG00000243232"	140966235	141012344	46109	"protein_coding"
"ENSG00000243238"	89244781	89245596	815	"protein_coding"
"ENSG00000243244"	48529383	48598513	69130	"protein_coding"
"ENSG00000243264"	89947512	89948279	767	"protein_coding"
"ENSG00000243279"	49071156	49074071	2915	"protein_coding"
"ENSG00000243284"	159854316	159862657	8341	"protein_coding"
"ENSG00000243290"	89040224	89040745	521	"protein_coding"
"ENSG00000243317"	135662496	135693418	30922	"protein_coding"
"ENSG00000243335"	66628767	66649067	20300	"protein_coding"
"ENSG00000243364"	155063731	155069553	5822	"protein_coding"
"ENSG00000243414"	115578650	115602479	23829	"protein_coding"
"ENSG00000243444"	109640788	109946703	305915	"protein_coding"
"ENSG00000243449"	2041993	2043970	1977	"protein_coding"
"ENSG00000243466"	88947301	88947957	656	"protein_coding"
"ENSG00000243477"	50296402	50299421	3019	"protein_coding"
"ENSG00000243480"	103616811	103625780	8969	"protein_coding"
"ENSG00000243489"	44646414	44647650	1236	"protein_coding"
"ENSG00000243501"	73209746	73263196	53450	"protein_coding"
"ENSG00000243509"	63696651	63698684	2033	"protein_coding"
"ENSG00000243543"	45534196	45539495	5299	"protein_coding"
"ENSG00000243566"	76510428	76516521	6093	"protein_coding"
"ENSG00000243627"	34418715	34423966	5251	"protein_coding"
"ENSG00000243641"	36002909	36003867	958	"protein_coding"
"ENSG00000243646"	33266358	33310187	43829	"protein_coding"
"ENSG00000243649"	31945650	31952084	6434	"protein_coding"
"ENSG00000243660"	43436841	43483179	46338	"protein_coding"
"ENSG00000243667"	68122936	68157560	34624	"protein_coding"
"ENSG00000243678"	51165435	51171747	6312	"protein_coding"
"ENSG00000243696"	52813282	52835729	22447	"protein_coding"
"ENSG00000243708"	41837775	41848147	10372	"protein_coding"
"ENSG00000243709"	225886282	225911382	25100	"protein_coding"
"ENSG00000243710"	43172149	43254358	82209	"protein_coding"
"ENSG00000243716"	22479121	22536521	57400	"protein_coding"
"ENSG00000243725"	54715822	54742657	26835	"protein_coding"
"ENSG00000243729"	29353749	29431967	78218	"protein_coding"
"ENSG00000243749"	34981535	34985353	3818	"protein_coding"
"ENSG00000243772"	54738515	54753052	14537	"protein_coding"
"ENSG00000243789"	41828085	41837581	9496	"protein_coding"
"ENSG00000243811"	39021113	39033276	12163	"protein_coding"
"ENSG00000243896"	144257663	144264792	7129	"protein_coding"
"ENSG00000243910"	219253243	219272188	18945	"protein_coding"
"ENSG00000243927"	34073224	34143034	69810	"protein_coding"
"ENSG00000243943"	27582969	27623215	40246	"protein_coding"
"ENSG00000243955"	52791664	52803910	12246	"protein_coding"
"ENSG00000243978"	110358816	110456334	97518	"protein_coding"
"ENSG00000243989"	51983278	51989202	5924	"protein_coding"
"ENSG00000244005"	35668055	35699359	31304	"protein_coding"
"ENSG00000244020"	237004103	237004418	315	"protein_coding"
"ENSG00000244025"	30491464	30491985	521	"protein_coding"
"ENSG00000244038"	20651767	20661544	9777	"protein_coding"
"ENSG00000244045"	28357581	28363683	6102	"protein_coding"
"ENSG00000244057"	152600662	152601086	424	"protein_coding"
"ENSG00000244067"	52750089	52763569	13480	"protein_coding"
"ENSG00000244094"	153112114	153113515	1401	"protein_coding"
"ENSG00000244115"	111631386	111670229	38843	"protein_coding"
"ENSG00000244116"	89221698	89222461	763	"protein_coding"
"ENSG00000244122"	233681938	233773299	91361	"protein_coding"
"ENSG00000244165"	10111538	10115372	3834	"protein_coding"
"ENSG00000244187"	136791355	136793257	1902	"protein_coding"
"ENSG00000244219"	99598066	99610813	12747	"protein_coding"
"ENSG00000244234"	178184503	178187432	2929	"protein_coding"
"ENSG00000244242"	1732410	1750591	18181	"protein_coding"
"ENSG00000244255"	31927698	31952048	24350	"protein_coding"
"ENSG00000244274"	45406057	45410610	4553	"protein_coding"
"ENSG00000244355"	31715356	31717804	2448	"protein_coding"
"ENSG00000244362"	30560875	30561314	439	"protein_coding"
"ENSG00000244395"	21880076	21894526	14450	"protein_coding"
"ENSG00000244405"	186046308	186110318	64010	"protein_coding"
"ENSG00000244411"	71527267	71528674	1407	"protein_coding"
"ENSG00000244414"	196819757	196832189	12432	"protein_coding"
"ENSG00000244437"	89085177	89085787	610	"protein_coding"
"ENSG00000244462"	35648925	35664956	16031	"protein_coding"
"ENSG00000244474"	233718778	233773299	54521	"protein_coding"
"ENSG00000244476"	11102489	11111732	9243	"protein_coding"
"ENSG00000244482"	54236592	54242791	6199	"protein_coding"
"ENSG00000244486"	20424815	20437826	13011	"protein_coding"
"ENSG00000244509"	39014083	39020352	6269	"protein_coding"
"ENSG00000244537"	41177446	41178208	762	"protein_coding"
"ENSG00000244575"	89213423	89213928	505	"protein_coding"
"ENSG00000244588"	1226056	1296421	70365	"protein_coding"
"ENSG00000244607"	42708269	42773253	64984	"protein_coding"
"ENSG00000244617"	69960089	69962265	2176	"protein_coding"
"ENSG00000244623"	99875987	99877057	1070	"protein_coding"
"ENSG00000244624"	30616425	30616699	274	"protein_coding"
"ENSG00000244682"	161581339	161605662	24323	"protein_coding"
"ENSG00000244687"	50081124	50115959	34835	"protein_coding"
"ENSG00000244693"	144266701	144269288	2587	"protein_coding"
"ENSG00000244694"	47878028	48068689	190661	"protein_coding"
"ENSG00000244731"	31982024	32002681	20657	"protein_coding"
"ENSG00000244734"	5225464	5229395	3931	"protein_coding"
"ENSG00000244752"	25219522	25231869	12347	"protein_coding"
"ENSG00000244754"	32432417	32538885	106468	"protein_coding"
"ENSG00000245680"	37181579	37218153	36574	"protein_coding"
"ENSG00000245848"	33299934	33302564	2630	"protein_coding"
"ENSG00000246705"	14774383	14778002	3619	"protein_coding"
"ENSG00000246922"	65092770	65115197	22427	"protein_coding"
"ENSG00000247077"	132710819	132722734	11915	"protein_coding"
"ENSG00000247315"	296968	300321	3353	"protein_coding"
"ENSG00000247595"	18588781	18610255	21474	"protein_coding"
"ENSG00000247596"	52228610	52239260	10650	"protein_coding"
"ENSG00000247626"	197705369	197708387	3018	"protein_coding"
"ENSG00000247746"	55484616	55489202	4586	"protein_coding"
"ENSG00000248098"	41397460	41425005	27545	"protein_coding"
"ENSG00000248099"	17816512	17821574	5062	"protein_coding"
"ENSG00000248109"	148221650	148243580	21930	"protein_coding"
"ENSG00000248144"	99336492	99353027	16535	"protein_coding"
"ENSG00000248167"	30328907	30346854	17947	"protein_coding"
"ENSG00000248235"	22589274	22602084	12810	"protein_coding"
"ENSG00000248329"	164877004	164898965	21961	"protein_coding"
"ENSG00000248333"	1635227	1659012	23785	"protein_coding"
"ENSG00000248383"	140926369	141012344	85975	"protein_coding"
"ENSG00000248385"	54069895	54081365	11470	"protein_coding"
"ENSG00000248405"	44702233	44862706	160473	"protein_coding"
"ENSG00000248483"	93733220	93741637	8417	"protein_coding"
"ENSG00000248485"	161258727	161285450	26723	"protein_coding"
"ENSG00000248487"	51971426	51981199	9773	"protein_coding"
"ENSG00000248592"	52833121	52897562	64441	"protein_coding"
"ENSG00000248643"	66616626	66646469	29843	"protein_coding"
"ENSG00000248672"	159771851	159904710	132859	"protein_coding"
"ENSG00000248710"	160227454	160449829	222375	"protein_coding"
"ENSG00000248712"	119189638	119196769	7131	"protein_coding"
"ENSG00000248713"	99636529	99654648	18119	"protein_coding"
"ENSG00000248746"	66546395	66563329	16934	"protein_coding"
"ENSG00000248751"	30285238	30299482	14244	"protein_coding"
"ENSG00000248767"	290170	294422	4252	"protein_coding"
"ENSG00000248771"	164754064	164803795	49731	"protein_coding"
"ENSG00000248871"	7549099	7561601	12502	"protein_coding"
"ENSG00000248905"	32765545	33194733	429188	"protein_coding"
"ENSG00000248919"	99419749	99466197	46448	"protein_coding"
"ENSG00000248920"	9253378	9255329	1951	"protein_coding"
"ENSG00000248933"	9267619	9269570	1951	"protein_coding"
"ENSG00000248993"	32937364	32953122	15758	"protein_coding"
"ENSG00000249104"	9243879	9245830	1951	"protein_coding"
"ENSG00000249115"	35612744	35625349	12605	"protein_coding"
"ENSG00000249139"	45536986	45547426	10440	"protein_coding"
"ENSG00000249141"	166858094	166956124	98030	"protein_coding"
"ENSG00000249156"	17610496	17611583	1087	"protein_coding"
"ENSG00000249158"	140868183	141012344	144161	"protein_coding"
"ENSG00000249209"	33584687	33931607	346920	"protein_coding"
"ENSG00000249222"	42639803	42640601	798	"protein_coding"
"ENSG00000249240"	64841883	64930920	89037	"protein_coding"
"ENSG00000249242"	82483170	82562357	79187	"protein_coding"
"ENSG00000249319"	66087761	66152277	64516	"protein_coding"
"ENSG00000249437"	70968483	71025114	56631	"protein_coding"
"ENSG00000249459"	18658429	18682262	23833	"protein_coding"
"ENSG00000249471"	58451604	58457833	6229	"protein_coding"
"ENSG00000249481"	44342660	44377167	34507	"protein_coding"
"ENSG00000249581"	17515165	17527104	11939	"protein_coding"
"ENSG00000249590"	30409255	30428990	19735	"protein_coding"
"ENSG00000249624"	33229901	33297160	67259	"protein_coding"
"ENSG00000249662"	17444010	17486829	42819	"protein_coding"
"ENSG00000249693"	56530609	56603507	72898	"protein_coding"
"ENSG00000249709"	12525370	12551542	26172	"protein_coding"
"ENSG00000249715"	96642737	96704887	62150	"protein_coding"
"ENSG00000249730"	159432204	159433138	934	"protein_coding"
"ENSG00000249751"	139448556	139462743	14187	"protein_coding"
"ENSG00000249773"	55887277	55955239	67962	"protein_coding"
"ENSG00000249811"	9262872	9264823	1951	"protein_coding"
"ENSG00000249853"	114055586	114343045	287459	"protein_coding"
"ENSG00000249860"	55599303	55600041	738	"protein_coding"
"ENSG00000249861"	39655894	39660647	4753	"protein_coding"
"ENSG00000249884"	86505668	86721122	215454	"protein_coding"
"ENSG00000249915"	271621	353856	82235	"protein_coding"
"ENSG00000249931"	32392782	32403292	10510	"protein_coding"
"ENSG00000249948"	22692914	22819575	126661	"protein_coding"
"ENSG00000249961"	66754976	66801620	46644	"protein_coding"
"ENSG00000249967"	97584374	97673910	89536	"protein_coding"
"ENSG00000249992"	45224466	45226278	1812	"protein_coding"
"ENSG00000250021"	89834308	89912882	78574	"protein_coding"
"ENSG00000250036"	89884740	89885216	476	"protein_coding"
"ENSG00000250067"	19528861	19537581	8720	"protein_coding"
"ENSG00000250120"	140855883	141012344	156461	"protein_coding"
"ENSG00000250151"	9793082	9835401	42319	"protein_coding"
"ENSG00000250254"	37960435	37961125	690	"protein_coding"
"ENSG00000250264"	32813767	32838822	25055	"protein_coding"
"ENSG00000250298"	106357485	106368825	11340	"protein_coding"
"ENSG00000250305"	12945642	13031503	85861	"protein_coding"
"ENSG00000250312"	124480	202303	77823	"protein_coding"
"ENSG00000250317"	25861830	25929874	68044	"protein_coding"
"ENSG00000250349"	37349330	38687674	1338344	"protein_coding"
"ENSG00000250361"	143996104	144019345	23241	"protein_coding"
"ENSG00000250366"	95876392	95925571	49179	"protein_coding"
"ENSG00000250374"	165053864	165060554	6690	"protein_coding"
"ENSG00000250423"	119078635	119150579	71944	"protein_coding"
"ENSG00000250424"	30852273	30923812	71539	"protein_coding"
"ENSG00000250479"	23765834	23768443	2609	"protein_coding"
"ENSG00000250486"	164956948	164959122	2174	"protein_coding"
"ENSG00000250506"	76000906	76005999	5093	"protein_coding"
"ENSG00000250510"	6821545	6829972	8427	"protein_coding"
"ENSG00000250565"	46490750	46542557	51807	"protein_coding"
"ENSG00000250571"	143267433	143276931	9498	"protein_coding"
"ENSG00000250641"	31706904	31717918	11014	"protein_coding"
"ENSG00000250644"	1734821	1763954	29133	"protein_coding"
"ENSG00000250673"	146214515	146230878	16363	"protein_coding"
"ENSG00000250709"	36168794	36297842	129048	"protein_coding"
"ENSG00000250719"	46175486	46176478	992	"protein_coding"
"ENSG00000250722"	42799880	42887392	87512	"protein_coding"
"ENSG00000250741"	18555545	18589564	34019	"protein_coding"
"ENSG00000250745"	9258124	9260075	1951	"protein_coding"
"ENSG00000250782"	17634460	17635053	593	"protein_coding"
"ENSG00000250799"	35799988	35813299	13311	"protein_coding"
"ENSG00000250803"	122129622	122183949	54327	"protein_coding"
"ENSG00000250821"	55819819	55837487	17668	"protein_coding"
"ENSG00000250844"	9248630	9250581	1951	"protein_coding"
"ENSG00000250913"	9272364	9272914	550	"protein_coding"
"ENSG00000251012"	119147375	119187807	40432	"protein_coding"
"ENSG00000251039"	89851791	89852497	706	"protein_coding"
"ENSG00000251184"	128941478	128957021	15543	"protein_coding"
"ENSG00000251192"	46497727	46545457	47730	"protein_coding"
"ENSG00000251201"	115578642	115626161	47519	"protein_coding"
"ENSG00000251246"	155063748	155086807	23059	"protein_coding"
"ENSG00000251247"	36850361	36913029	62668	"protein_coding"
"ENSG00000251258"	112347330	112351296	3966	"protein_coding"
"ENSG00000251287"	130081831	130113227	31396	"protein_coding"
"ENSG00000251322"	50674415	50733298	58883	"protein_coding"
"ENSG00000251349"	100442271	100577636	135365	"protein_coding"
"ENSG00000251357"	23862188	23895223	33035	"protein_coding"
"ENSG00000251369"	57535257	57559863	24606	"protein_coding"
"ENSG00000251380"	135444214	135447348	3134	"protein_coding"
"ENSG00000251493"	73444827	73448527	3700	"protein_coding"
"ENSG00000251503"	10430102	10452153	22051	"protein_coding"
"ENSG00000251537"	15571491	15651653	80162	"protein_coding"
"ENSG00000251546"	89862482	89862981	499	"protein_coding"
"ENSG00000251569"	169479480	169525922	46442	"protein_coding"
"ENSG00000251608"	29414928	29418905	3977	"protein_coding"
"ENSG00000251655"	11351823	11395566	43743	"protein_coding"
"ENSG00000251664"	140875302	141012344	137042	"protein_coding"
"ENSG00000251692"	1485886	1488981	3095	"protein_coding"
"ENSG00000253117"	132024220	132059380	35160	"protein_coding"
"ENSG00000253148"	192316992	192367285	50293	"protein_coding"
"ENSG00000253159"	141430589	141512979	82390	"protein_coding"
"ENSG00000253188"	142487863	142488295	432	"protein_coding"
"ENSG00000253250"	90958637	90985257	26620	"protein_coding"
"ENSG00000253251"	65624765	65630891	6126	"protein_coding"
"ENSG00000253276"	106656765	106660996	4231	"protein_coding"
"ENSG00000253291"	142511626	142512127	501	"protein_coding"
"ENSG00000253293"	27170591	27180261	9670	"protein_coding"
"ENSG00000253304"	29119428	29123935	4507	"protein_coding"
"ENSG00000253305"	141408021	141512979	104958	"protein_coding"
"ENSG00000253309"	51335773	51364735	28962	"protein_coding"
"ENSG00000253313"	43281883	43285617	3734	"protein_coding"
"ENSG00000253368"	26993707	27000898	7191	"protein_coding"
"ENSG00000253409"	142455174	142455635	461	"protein_coding"
"ENSG00000253457"	30638600	30646064	7464	"protein_coding"
"ENSG00000253485"	141364232	141512979	148747	"protein_coding"
"ENSG00000253506"	61590426	61591202	776	"protein_coding"
"ENSG00000253534"	142507382	142507810	428	"protein_coding"
"ENSG00000253537"	141382739	141512979	130240	"protein_coding"
"ENSG00000253548"	191461163	191461456	293	"protein_coding"
"ENSG00000253598"	81693607	81696174	2567	"protein_coding"
"ENSG00000253626"	79512601	79516440	3839	"protein_coding"
"ENSG00000253649"	10482878	10547585	64707	"protein_coding"
"ENSG00000253710"	52012398	52032171	19773	"protein_coding"
"ENSG00000253719"	74537827	74545430	7603	"protein_coding"
"ENSG00000253729"	47773108	47960183	187075	"protein_coding"
"ENSG00000253731"	141373914	141512979	139065	"protein_coding"
"ENSG00000253767"	141390157	141512979	122822	"protein_coding"
"ENSG00000253797"	52024691	52033600	8909	"protein_coding"
"ENSG00000253831"	157092044	157099808	7764	"protein_coding"
"ENSG00000253846"	141412987	141512979	99992	"protein_coding"
"ENSG00000253873"	141421047	141512979	91932	"protein_coding"
"ENSG00000253910"	141360042	141512979	152937	"protein_coding"
"ENSG00000253953"	141387698	141512979	125281	"protein_coding"
"ENSG00000253958"	8701938	8704106	2168	"protein_coding"
"ENSG00000254004"	36510695	36528660	17965	"protein_coding"
"ENSG00000254087"	55879813	56014168	134355	"protein_coding"
"ENSG00000254093"	10764963	10839884	74921	"protein_coding"
"ENSG00000254122"	141417645	141512979	95334	"protein_coding"
"ENSG00000254126"	106487364	106544297	56933	"protein_coding"
"ENSG00000254206"	29381354	29404029	22675	"protein_coding"
"ENSG00000254221"	141350102	141512979	162877	"protein_coding"
"ENSG00000254245"	141343829	141512979	169150	"protein_coding"
"ENSG00000254402"	144522377	144527032	4655	"protein_coding"
"ENSG00000254413"	50568869	50582965	14096	"protein_coding"
"ENSG00000254415"	51642553	51646801	4248	"protein_coding"
"ENSG00000254440"	138215986	138218491	2505	"protein_coding"
"ENSG00000254445"	111912736	111926871	14135	"protein_coding"
"ENSG00000254462"	57712605	57791586	78981	"protein_coding"
"ENSG00000254466"	59473315	59479361	6046	"protein_coding"
"ENSG00000254469"	71865509	71928654	63145	"protein_coding"
"ENSG00000254470"	65775893	65780802	4909	"protein_coding"
"ENSG00000254505"	24209583	24213869	4286	"protein_coding"
"ENSG00000254521"	51491357	51501789	10432	"protein_coding"
"ENSG00000254535"	134196333	134201748	5415	"protein_coding"
"ENSG00000254536"	133390834	133420495	29661	"protein_coding"
"ENSG00000254550"	77102840	77103331	491	"protein_coding"
"ENSG00000254553"	32465057	32600792	135735	"protein_coding"
"ENSG00000254585"	23643549	23647867	4318	"protein_coding"
"ENSG00000254598"	11351942	11353357	1415	"protein_coding"
"ENSG00000254636"	122454653	122457352	2699	"protein_coding"
"ENSG00000254647"	2159779	2161341	1562	"protein_coding"
"ENSG00000254656"	100879753	100903722	23969	"protein_coding"
"ENSG00000254658"	56208985	56215222	6237	"protein_coding"
"ENSG00000254673"	43018424	43077334	58910	"protein_coding"
"ENSG00000254685"	74198212	74234086	35874	"protein_coding"
"ENSG00000254692"	24189157	24213473	24316	"protein_coding"
"ENSG00000254706"	162365407	162383531	18124	"protein_coding"
"ENSG00000254709"	22887780	22896107	8327	"protein_coding"
"ENSG00000254726"	156072013	156081998	9985	"protein_coding"
"ENSG00000254732"	57742163	57793243	51080	"protein_coding"
"ENSG00000254737"	124012997	124018732	5735	"protein_coding"
"ENSG00000254772"	62559601	62574086	14485	"protein_coding"
"ENSG00000254788"	66552587	66579135	26548	"protein_coding"
"ENSG00000254806"	45363200	45410610	47410	"protein_coding"
"ENSG00000254827"	2887780	2903740	15960	"protein_coding"
"ENSG00000254834"	56576736	56577787	1051	"protein_coding"
