Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6
ENSG00000125779,1190,1306,1134,1469,1356,1807
ENSG00000125780,0,2,0,2,2,1
ENSG00000125787,11,9,5,6,8,4
ENSG00000125788,0,0,0,1,0,1
ENSG00000125798,386,381,403,213,233,510
ENSG00000125810,0,0,0,0,0,12
ENSG00000125812,868,922,822,621,592,735
ENSG00000125813,47,38,51,116,82,170
ENSG00000125814,518,673,468,658,666,822
ENSG00000125815,0,0,0,0,0,0
ENSG00000125816,0,1,0,0,0,0
ENSG00000125817,2173,2158,2306,4859,4417,9066
ENSG00000125818,3290,3083,3170,4282,3811,5911
ENSG00000125820,261,261,215,166,160,163
ENSG00000125821,1155,1229,1122,2083,1910,2473
ENSG00000125823,0,0,0,0,0,0
ENSG00000125826,3612,3199,3470,4199,3978,7650
ENSG00000125827,531,596,642,916,879,1154
ENSG00000125831,0,0,0,0,0,0
ENSG00000125834,2164,2380,1921,2370,2209,2717
ENSG00000125835,4472,4582,4740,11097,10057,17654
ENSG00000125841,1293,1151,1359,1476,1320,2035
ENSG00000125843,329,340,307,304,298,488
ENSG00000125844,10394,11300,9835,7639,7061,10833
ENSG00000125845,340,280,255,423,361,579
ENSG00000125846,379,366,367,565,496,802
ENSG00000125848,24,26,37,19,10,6
ENSG00000125850,43,38,60,168,152,246
ENSG00000125851,13,17,28,120,116,67
ENSG00000125861,0,0,0,0,0,0
ENSG00000125863,1218,1176,1322,2872,2628,3231
ENSG00000125864,23,35,34,38,33,67
ENSG00000125868,3744,4444,3954,3663,3410,4096
ENSG00000125869,0,0,0,0,0,0
ENSG00000125870,1883,1874,1912,2018,1977,2726
ENSG00000125871,1289,1296,1258,1809,1671,2156
ENSG00000125872,1086,1014,940,273,203,673
ENSG00000125875,2020,2140,2076,2756,2566,3233
ENSG00000125877,2085,1996,1822,1957,1891,3447
ENSG00000125878,39,35,54,163,119,283
ENSG00000125879,0,0,0,0,0,3
ENSG00000125885,711,814,969,2612,2543,2584
ENSG00000125888,0,1,1,0,0,0
ENSG00000125895,340,352,396,738,693,769
ENSG00000125898,168,147,190,696,642,1016
ENSG00000125900,0,0,0,0,0,0
ENSG00000125901,848,867,1012,2049,1892,2821
ENSG00000125903,0,0,0,0,0,0
ENSG00000125910,155,147,133,71,52,96
ENSG00000125912,3279,3029,3005,4273,3808,7868
ENSG00000125931,61,67,79,104,69,86
ENSG00000125944,4657,4606,4935,9199,8875,11516
ENSG00000125945,360,399,343,348,347,351
ENSG00000125952,2004,2039,1933,3449,3311,4560
ENSG00000125954,1,0,0,0,1,0
ENSG00000125962,214,229,218,522,470,510
ENSG00000125965,2,1,0,2,4,2
ENSG00000125966,1031,916,1235,523,409,521
ENSG00000125967,1150,1075,1066,800,655,911
ENSG00000125968,1468,1346,1862,5816,4731,2942
ENSG00000125970,6857,6513,6968,10005,9085,14334
ENSG00000125971,3311,2820,3251,2974,2736,3982
ENSG00000125975,1,0,0,0,0,2
ENSG00000125977,3125,3225,3573,8572,7646,10229
ENSG00000125991,7952,7583,7950,7483,6625,10533
ENSG00000125995,1495,1405,1437,1964,1520,2267
ENSG00000125998,6,1,0,2,2,2
ENSG00000125999,0,0,0,3,0,0
ENSG00000126001,1638,1624,1761,2674,2466,4532
ENSG00000126003,1876,2234,1914,1883,1821,2014
ENSG00000126005,269,248,279,595,494,1242
ENSG00000126010,95,116,93,82,79,137
ENSG00000126012,11966,11422,10759,11149,10417,18146
ENSG00000126016,1351,1419,1754,1128,959,503
ENSG00000126062,1517,1664,1362,1365,1234,2213
ENSG00000126067,1040,981,1324,2954,2648,4151
ENSG00000126070,1079,1203,1007,1157,1065,1318
ENSG00000126088,1830,1830,1934,2433,2409,3502
ENSG00000126091,140,143,116,81,101,135
ENSG00000126106,338,333,389,282,270,438
ENSG00000126107,3289,3415,2939,2402,2148,3308
ENSG00000126214,1812,1762,1696,1932,1689,2872
ENSG00000126215,337,321,328,636,536,926
ENSG00000126216,2439,2645,2573,4145,3716,4493
ENSG00000126217,1833,1935,2074,1443,1397,1705
ENSG00000126218,55,69,49,57,69,51
ENSG00000126226,3270,3950,2964,4202,4031,4885
ENSG00000126231,11,17,10,4,9,10
ENSG00000126233,0,0,0,0,0,0
ENSG00000126243,1900,1968,1801,1258,1134,1843
ENSG00000126246,30,31,26,20,22,38
ENSG00000126247,9594,9293,9947,10954,9941,15297
ENSG00000126249,95,95,112,287,321,339
ENSG00000126251,0,0,0,0,0,0
ENSG00000126254,5130,4575,4699,5983,5256,10463
ENSG00000126259,470,437,482,187,156,326
ENSG00000126261,4744,5365,4903,8707,8172,9234
ENSG00000126262,2,0,0,0,0,0
ENSG00000126264,1,5,4,3,6,0
ENSG00000126266,30,36,15,16,37,125
ENSG00000126267,5434,4823,5651,6394,5793,8318
ENSG00000126337,3,4,4,14,14,13
ENSG00000126351,1270,1140,1523,1438,1208,1219
ENSG00000126353,1,1,0,1,1,3
ENSG00000126368,1802,1755,1363,1718,1659,1986
ENSG00000126391,2265,2317,2013,1950,1789,3225
ENSG00000126432,9776,9405,9520,9125,8380,12545
ENSG00000126453,839,830,876,1915,1785,2782
ENSG00000126456,1756,1593,1931,1854,1738,2858
ENSG00000126457,9754,8961,8845,10000,9352,15105
ENSG00000126458,1162,981,969,1218,991,1301
ENSG00000126460,28,39,44,73,56,59
ENSG00000126461,7795,6074,6541,6911,5846,12816
ENSG00000126464,3051,2421,3035,2697,2227,4083
ENSG00000126467,1,0,0,0,0,0
ENSG00000126500,55,65,63,96,115,101
ENSG00000126522,860,826,846,1063,977,1796
ENSG00000126524,2078,2263,1918,3002,2839,3921
ENSG00000126545,0,0,1,0,0,0
ENSG00000126549,0,0,0,0,0,0
ENSG00000126550,141,207,73,106,73,149
ENSG00000126561,292,281,293,917,789,1351
ENSG00000126562,277,254,260,439,445,1637
ENSG00000126581,2060,2269,1865,1689,1585,1696
ENSG00000126583,125,118,161,121,114,125
ENSG00000126602,1784,1680,1576,3823,3491,5375
ENSG00000126603,1946,1973,1979,1202,1085,1106
ENSG00000126653,901,953,909,1287,1302,1739
ENSG00000126698,3112,2994,3027,3821,3459,4100
ENSG00000126705,1247,1070,1149,1116,892,1360
ENSG00000126709,248,247,262,189,133,211
ENSG00000126733,15,12,7,33,25,25
ENSG00000126746,3056,2646,2911,3784,3524,5384
ENSG00000126749,299,351,299,671,599,820
ENSG00000126752,0,0,0,0,0,0
ENSG00000126756,1275,1176,1263,1792,1678,2165
ENSG00000126759,28,23,23,21,17,51
ENSG00000126767,3344,3006,3530,5568,5106,9245
ENSG00000126768,2327,2108,2213,3036,2745,3942
ENSG00000126773,8151,9720,7318,6017,5810,7394
ENSG00000126775,1569,1736,1411,1274,1219,1456
ENSG00000126777,12011,14044,12041,14949,13895,16435
ENSG00000126778,298,278,335,810,717,855
ENSG00000126785,167,145,129,140,140,118
ENSG00000126787,401,343,910,4074,3516,3455
ENSG00000126790,686,658,552,846,813,1270
ENSG00000126803,4,7,6,0,4,8
ENSG00000126804,883,1008,932,832,802,1001
ENSG00000126814,908,972,844,1256,1149,1574
ENSG00000126821,370,364,440,1526,1407,1906
ENSG00000126822,6751,6665,5953,5434,5022,8498
ENSG00000126838,3,0,1,4,1,7
ENSG00000126856,0,0,0,0,0,0
ENSG00000126858,933,1113,974,924,853,841
ENSG00000126860,23,25,14,19,20,89
ENSG00000126861,12,21,22,24,9,18
ENSG00000126870,645,709,654,342,362,461
ENSG00000126878,377,394,557,1196,1130,1342
ENSG00000126882,73,56,105,263,193,228
ENSG00000126883,1813,1857,1792,2698,2582,3983
ENSG00000126890,7,6,3,6,11,9
ENSG00000126895,2,6,3,3,1,11
ENSG00000126903,1063,1087,946,1072,1029,1892
ENSG00000126934,4560,4368,4355,4462,3873,6496
ENSG00000126945,3735,4019,3909,3595,3355,4620
ENSG00000126947,1162,1262,1065,952,965,1983
ENSG00000126950,7,9,5,12,4,11
ENSG00000126952,0,0,0,0,0,2
ENSG00000126953,558,541,523,1080,1018,1409
ENSG00000126970,441,402,456,652,573,667
ENSG00000127022,7117,7617,7776,14460,13407,16797
ENSG00000127054,3449,3300,3243,4050,3626,6357
ENSG00000127074,2,1,1,2,0,0
ENSG00000127080,612,664,502,716,671,854
ENSG00000127081,324,374,354,340,297,288
ENSG00000127083,0,0,1,5,2,4
ENSG00000127084,282,228,309,211,219,261
ENSG00000127124,460,466,388,449,361,552
ENSG00000127125,864,904,954,1103,1009,1339
ENSG00000127129,63,72,56,14,12,8
ENSG00000127152,251,256,290,426,358,837
ENSG00000127184,5957,5189,6457,7253,6613,9329
ENSG00000127191,991,1109,929,1563,1444,2124
ENSG00000127220,913,759,924,769,651,881
ENSG00000127241,16,18,8,38,31,28
ENSG00000127249,1,2,3,0,3,0
ENSG00000127252,182,217,198,519,438,862
ENSG00000127311,395,420,376,442,409,343
ENSG00000127314,2542,3006,2269,3023,2913,3665
ENSG00000127318,0,0,0,0,0,0
ENSG00000127324,16,26,27,6,9,6
ENSG00000127325,229,237,128,83,75,146
ENSG00000127328,622,657,680,990,1027,1011
ENSG00000127329,646,728,428,261,281,528
ENSG00000127334,791,805,728,1135,988,1391
ENSG00000127337,300,325,402,910,938,1032
ENSG00000127362,7,23,9,15,2,29
ENSG00000127364,54,54,75,71,54,106
ENSG00000127366,54,69,57,52,35,91
ENSG00000127377,5,3,1,0,2,10
ENSG00000127399,3,2,4,1,1,0
ENSG00000127412,6,11,1,1,3,5
ENSG00000127415,656,547,721,294,215,380
ENSG00000127418,1514,1407,1715,1764,1553,2559
ENSG00000127419,347,310,382,185,181,323
ENSG00000127423,41,23,70,413,383,477
ENSG00000127445,1736,1555,1733,1815,1593,2258
ENSG00000127452,991,996,885,664,611,916
ENSG00000127463,2414,2410,2315,2497,2240,3180
ENSG00000127472,0,0,0,0,1,1
ENSG00000127481,15644,17660,13317,9978,9299,15515
ENSG00000127483,5198,6018,5457,7982,7786,7578
ENSG00000127507,29,23,17,67,75,100
ENSG00000127511,4260,3927,3619,2956,2735,4610
ENSG00000127515,0,0,0,0,0,0
ENSG00000127526,2412,2621,2144,2554,2491,3478
ENSG00000127527,828,715,789,1017,994,1655
ENSG00000127528,235,177,216,424,347,480
ENSG00000127529,0,0,0,0,0,0
ENSG00000127530,1,4,5,2,0,3
ENSG00000127533,0,0,2,0,0,0
ENSG00000127540,560,495,525,830,791,1013
ENSG00000127554,1057,935,1173,1383,1154,2253
ENSG00000127561,991,1014,855,311,249,334
ENSG00000127564,390,301,692,4117,3589,6199
ENSG00000127578,24,16,28,15,23,24
ENSG00000127580,356,363,327,409,344,609
ENSG00000127585,1409,1326,1231,954,827,1325
ENSG00000127586,1210,973,1598,4569,4206,9982
ENSG00000127588,20,19,30,83,77,117
ENSG00000127603,13489,15558,13307,15281,14297,18741
ENSG00000127616,4577,4313,4126,6995,6246,10634
ENSG00000127663,2200,2246,1964,1266,1169,1552
ENSG00000127666,978,944,827,800,712,1446
ENSG00000127720,122,140,128,112,100,92
ENSG00000127743,4,8,2,2,5,3
ENSG00000127774,125,117,114,95,78,113
ENSG00000127780,0,0,0,0,0,0
ENSG00000127804,1134,1116,997,1216,1210,1542
ENSG00000127824,965,1201,1004,860,924,1071
ENSG00000127831,3,6,2,4,5,1
ENSG00000127837,5525,6205,5176,5971,5742,9601
ENSG00000127838,2578,2356,2356,1890,1624,2085
ENSG00000127863,12,9,18,21,16,8
ENSG00000127870,2873,2961,2376,2605,2360,3454
ENSG00000127884,2501,2599,2555,2978,2683,3181
ENSG00000127903,19,17,24,30,32,31
ENSG00000127914,3410,3740,3402,3963,3753,3744
ENSG00000127920,190,167,180,281,270,208
ENSG00000127922,4182,3666,4669,6722,5699,8735
ENSG00000127928,46,80,83,65,69,53
ENSG00000127946,1436,1510,1587,1657,1512,1754
ENSG00000127947,2730,3094,2717,4228,4046,4929
ENSG00000127948,2353,2233,2392,2782,2402,4157
ENSG00000127951,2,2,3,0,2,2
ENSG00000127952,321,368,329,246,217,284
ENSG00000127954,4,4,7,4,2,4
ENSG00000127955,1252,1498,1482,1647,1389,1476
ENSG00000127980,972,1053,984,1469,1377,1562
ENSG00000127989,632,696,535,664,596,786
ENSG00000127990,1907,2077,2269,1000,919,1029
ENSG00000127993,503,477,448,543,538,728
ENSG00000127995,1807,2040,1821,1216,1054,1160
ENSG00000128000,1217,1399,1235,813,754,637
ENSG00000128011,773,590,726,978,887,1679
ENSG00000128016,465,356,407,626,576,1341
ENSG00000128039,79,84,90,270,272,524
ENSG00000128040,0,0,0,0,1,0
ENSG00000128045,26,25,35,121,105,116
ENSG00000128050,4276,4660,4672,10754,9813,11119
ENSG00000128052,6,12,9,1,3,8
ENSG00000128059,1294,1393,1226,2478,2311,2590
ENSG00000128159,2371,2233,2178,2160,1977,3582
ENSG00000128165,475,434,590,1404,1239,2086
ENSG00000128185,1234,1231,1384,1642,1590,2184
ENSG00000128191,1235,1326,1439,2631,2488,3491
ENSG00000128203,772,771,730,779,720,938
ENSG00000128218,1,3,5,4,3,4
ENSG00000128228,923,852,860,1655,1370,1799
ENSG00000128242,3,1,5,5,3,17
ENSG00000128245,2299,2395,2452,2843,2521,3571
ENSG00000128250,0,0,0,0,0,0
ENSG00000128253,3,3,3,15,8,14
ENSG00000128266,401,424,517,342,333,367
ENSG00000128268,927,705,854,257,175,189
ENSG00000128271,66,59,52,24,23,40
ENSG00000128272,8944,8640,9936,18347,16773,27024
ENSG00000128274,37,43,44,41,39,62
ENSG00000128276,0,1,0,0,1,0
ENSG00000128283,3575,3212,3086,5454,4972,8633
ENSG00000128284,27,40,62,10,11,14
ENSG00000128285,0,0,0,0,0,0
ENSG00000128294,3536,3709,3529,2188,1946,3301
ENSG00000128298,304,259,316,483,417,755
ENSG00000128309,3397,3130,3043,3625,3092,5164
ENSG00000128310,10,6,2,4,6,5
ENSG00000128311,349,339,407,528,458,734
ENSG00000128313,2,1,3,0,0,1
ENSG00000128322,0,0,1,1,0,2
ENSG00000128335,995,975,1163,406,350,367
ENSG00000128340,9,7,5,4,1,12
ENSG00000128342,176,134,143,58,64,70
ENSG00000128346,66,101,60,22,20,29
ENSG00000128383,2,0,1,3,2,0
ENSG00000128394,102,96,138,174,142,165
ENSG00000128408,0,1,0,1,1,0
ENSG00000128422,11281,12917,12105,4927,4436,10315
ENSG00000128463,2364,2265,2471,2568,2413,3503
ENSG00000128482,124,103,103,69,53,86
ENSG00000128487,1430,1454,1516,1658,1587,1839
ENSG00000128510,11354,12611,8511,3988,3578,6757
ENSG00000128512,664,685,796,525,487,831
ENSG00000128513,262,285,271,410,451,525
ENSG00000128519,0,0,0,0,0,0
ENSG00000128524,2230,1645,1977,2392,2230,4081
ENSG00000128534,586,682,692,1410,1329,1781
ENSG00000128536,45,28,27,86,73,79
ENSG00000128563,775,797,794,821,720,1012
ENSG00000128564,32185,20991,24834,9466,8663,60372
ENSG00000128567,1772,1916,1644,1967,1841,2472
ENSG00000128573,11,5,11,8,13,11
ENSG00000128578,1508,1646,1196,1760,1660,4875
ENSG00000128581,299,355,350,355,324,408
ENSG00000128585,1355,1539,1262,1246,1167,1382
ENSG00000128590,413,518,386,562,469,504
ENSG00000128591,69097,66620,46188,17953,15958,38259
ENSG00000128594,3,5,4,9,6,3
ENSG00000128595,3634,3750,4150,5765,5340,5801
ENSG00000128596,784,819,769,504,559,499
ENSG00000128602,1244,1119,1548,1560,1288,1407
ENSG00000128604,43,31,42,37,40,68
ENSG00000128606,12,9,12,9,3,11
ENSG00000128607,621,753,613,746,573,741
ENSG00000128609,1622,1503,1601,2114,1912,2405
ENSG00000128610,22,19,20,21,31,28
ENSG00000128617,4,29,26,29,15,39
ENSG00000128626,1399,1405,1334,1851,1601,2920
ENSG00000128641,3285,3457,3310,4158,3723,5005
ENSG00000128645,12,17,16,42,39,56
ENSG00000128652,6,7,8,18,20,14
ENSG00000128654,1164,1191,1279,1554,1447,1951
ENSG00000128655,63,62,74,128,103,121
ENSG00000128656,88,85,75,47,51,27
ENSG00000128683,139,141,152,247,239,384
ENSG00000128694,169,217,199,277,263,328
ENSG00000128699,2044,2327,1918,2137,2018,2428
ENSG00000128708,1080,1187,1420,3605,3259,4442
ENSG00000128709,311,224,260,737,587,1061
ENSG00000128710,286,266,283,370,281,267
ENSG00000128713,134,141,165,197,165,190
ENSG00000128714,6,5,5,7,10,3
ENSG00000128731,8311,9002,8067,7067,6645,12638
ENSG00000128739,131,112,109,105,120,100
ENSG00000128789,2539,2626,2913,4284,3810,4793
ENSG00000128791,2099,2335,2655,2299,1990,2465
ENSG00000128805,414,328,399,883,825,1503
ENSG00000128815,12,7,10,11,7,6
ENSG00000128829,2337,2388,2204,2187,2053,2934
ENSG00000128833,14,28,12,1,10,22
ENSG00000128849,206,205,295,605,523,319
ENSG00000128872,158,183,144,144,118,128
ENSG00000128881,1218,1238,1152,915,816,963
ENSG00000128886,0,1,2,4,1,8
ENSG00000128891,501,552,458,417,438,396
ENSG00000128908,1003,1029,961,1799,1743,3377
ENSG00000128915,1233,1250,1154,2468,2338,2502
ENSG00000128917,5,5,12,11,2,9
ENSG00000128918,181,190,243,479,465,447
ENSG00000128923,553,541,608,739,677,763
ENSG00000128928,1293,1343,1217,1825,1591,2140
ENSG00000128944,438,448,585,2033,1792,2224
ENSG00000128951,739,815,1052,3139,2864,3150
ENSG00000128965,244,210,485,1981,1799,2469
ENSG00000128973,1798,1666,1908,3235,2935,4722
ENSG00000128989,3845,4305,3677,4478,4229,4886
ENSG00000129003,5971,6762,5944,4068,4078,6322
ENSG00000129007,134,125,144,151,183,240
ENSG00000129009,4,10,7,4,2,0
ENSG00000129028,120,122,113,165,172,180
ENSG00000129038,841,703,1023,412,356,477
ENSG00000129048,28,21,19,12,16,17
ENSG00000129055,1053,1082,998,1085,956,1312
ENSG00000129071,560,625,551,881,885,1057
ENSG00000129083,4725,5935,4690,3575,3222,3252
ENSG00000129084,691,862,767,1158,998,1178
ENSG00000129103,3530,3271,3774,5304,4903,7723
ENSG00000129116,11488,12872,13244,4379,3873,2179
ENSG00000129128,2035,2387,2220,2647,2652,3512
ENSG00000129151,0,1,2,3,0,2
ENSG00000129152,3,2,6,23,26,36
ENSG00000129158,427,488,476,573,547,526
ENSG00000129159,153,108,172,459,475,292
ENSG00000129167,26,13,29,73,56,137
ENSG00000129170,312,358,236,6,6,64
ENSG00000129173,41,35,98,399,400,363
ENSG00000129187,2107,2120,2053,2931,2680,3929
ENSG00000129194,95,113,79,89,89,126
ENSG00000129195,86,82,229,1354,1205,1545
ENSG00000129197,1104,1142,972,1210,1164,1150
ENSG00000129204,225,276,256,169,216,246
ENSG00000129214,16,15,9,11,5,2
ENSG00000129219,1873,1782,1673,1076,959,1428
ENSG00000129221,0,0,0,0,0,0
ENSG00000129226,0,0,0,3,2,1
ENSG00000129235,824,841,878,1322,1258,1982
ENSG00000129244,3,9,11,7,11,5
ENSG00000129245,2345,2323,2173,2827,2503,4673
ENSG00000129250,9819,9115,9493,11673,10417,16556
ENSG00000129255,800,931,890,913,827,1310
ENSG00000129292,3435,3968,3325,3455,3037,4018
ENSG00000129295,553,525,537,303,270,413
ENSG00000129315,1495,1607,1605,2152,1999,2544
ENSG00000129317,750,758,740,1059,973,1261
ENSG00000129347,1767,1911,1593,2454,2500,3659
ENSG00000129351,13091,12488,13214,21450,19486,30086
ENSG00000129353,1399,1437,1388,501,381,326
ENSG00000129354,2583,2652,2643,2208,1771,2665
ENSG00000129355,431,438,476,433,375,470
ENSG00000129422,3504,4222,3848,3098,2835,2681
ENSG00000129437,7,3,9,6,3,12
ENSG00000129450,6,11,6,17,19,98
ENSG00000129451,47,57,62,25,27,40
ENSG00000129455,3,1,3,0,0,2
ENSG00000129460,1086,1026,1031,1725,1582,2406
ENSG00000129465,0,2,0,0,0,0
ENSG00000129467,5,4,1,1,0,2
ENSG00000129472,892,874,777,660,554,620
ENSG00000129473,1538,1634,1463,1765,1693,2199
ENSG00000129474,5867,6292,6388,4541,4166,3461
ENSG00000129480,56,53,75,250,280,321
ENSG00000129484,1101,1066,1310,2720,2648,3153
ENSG00000129493,485,687,531,293,330,388
ENSG00000129514,37,50,46,118,84,157
ENSG00000129515,1314,1513,1439,1732,1634,1773
ENSG00000129518,370,376,387,481,458,551
ENSG00000129521,306,348,324,257,177,222
ENSG00000129534,783,903,1061,2596,2521,2878
ENSG00000129535,18,22,22,42,28,36
ENSG00000129538,84,120,71,90,97,144
ENSG00000129559,791,876,833,962,873,1104
ENSG00000129562,4285,3956,4096,3852,3446,5434
ENSG00000129566,5598,5924,4620,2840,2840,8178
ENSG00000129595,197,208,216,298,275,387
ENSG00000129596,45,70,52,96,72,76
ENSG00000129625,980,1013,1011,1575,1401,2158
ENSG00000129636,1849,1872,1819,1369,1211,1536
ENSG00000129646,123,142,152,319,321,577
ENSG00000129654,62,49,53,15,13,28
ENSG00000129657,9182,9880,8218,4076,3663,5447
ENSG00000129667,2603,2528,1961,1519,1299,2608
ENSG00000129673,14,14,21,15,24,22
ENSG00000129675,52,27,69,84,83,58
ENSG00000129680,850,931,767,1097,1001,1406
ENSG00000129682,70,73,137,153,148,145
ENSG00000129691,798,797,877,1245,1129,1555
ENSG00000129696,180,235,219,253,231,255
ENSG00000129744,0,0,0,1,0,3
ENSG00000129749,55,52,57,57,52,74
ENSG00000129757,634,574,661,917,866,1313
ENSG00000129810,49,37,92,359,383,369
ENSG00000129824,0,0,0,0,0,8
ENSG00000129862,0,0,0,0,0,0
ENSG00000129864,0,0,0,0,0,0
ENSG00000129873,0,0,0,0,0,0
ENSG00000129910,40,19,32,12,11,13
ENSG00000129911,2610,2289,2041,2187,1943,3443
ENSG00000129925,10918,8503,10350,9264,8037,17839
ENSG00000129932,759,809,741,926,865,1906
ENSG00000129933,1597,1516,1427,1485,1325,2411
ENSG00000129946,2715,2254,2811,432,341,799
ENSG00000129951,44,22,32,28,16,51
ENSG00000129965,0,0,0,0,0,0
ENSG00000129968,4046,3323,3796,5178,4520,9331
ENSG00000129988,2,1,0,2,6,1
ENSG00000129990,16,10,21,16,11,21
ENSG00000129991,16,8,22,23,19,104
ENSG00000129993,0,0,1,0,0,3
ENSG00000130005,746,601,833,917,735,1013
ENSG00000130021,384,413,313,365,346,500
ENSG00000130023,111,114,117,186,160,282
ENSG00000130024,1522,1732,1753,2787,2574,2468
ENSG00000130032,0,1,0,0,0,0
ENSG00000130035,510,526,537,279,277,421
ENSG00000130037,10,5,13,10,9,5
ENSG00000130038,1928,2056,1528,3150,2999,5129
ENSG00000130045,67,123,84,37,35,47
ENSG00000130052,153,180,252,1010,914,1072
ENSG00000130054,1036,872,943,1493,1359,1912
ENSG00000130055,67,51,70,32,28,54
ENSG00000130066,583,672,573,776,804,1367
ENSG00000130119,1624,1772,1456,1916,1892,2548
ENSG00000130147,4452,4582,4817,2937,2678,3782
ENSG00000130150,533,657,609,510,506,570
ENSG00000130158,5672,5611,4634,2947,2626,4875
ENSG00000130159,1534,1388,1512,1937,1757,2403
ENSG00000130164,7700,7409,6759,5026,4624,8629
ENSG00000130165,861,802,909,1119,962,1829
ENSG00000130167,1,0,0,0,1,0
ENSG00000130173,16,21,9,13,14,11
ENSG00000130175,9707,8637,9579,8400,7803,11534
ENSG00000130176,1940,1871,1824,1389,1112,1827
ENSG00000130177,1988,2259,1898,1985,1881,2593
ENSG00000130182,0,0,0,0,3,1
ENSG00000130193,124,159,183,540,481,809
ENSG00000130202,7869,7562,7183,3449,3025,4219
ENSG00000130203,134,147,94,75,76,177
ENSG00000130204,3909,3473,3676,6052,5422,11051
ENSG00000130208,92,74,74,105,102,164
ENSG00000130222,3,2,4,4,2,1
ENSG00000130224,471,557,465,196,193,193
ENSG00000130226,50,27,64,38,28,57
ENSG00000130227,2050,2206,1944,2428,2337,2918
ENSG00000130234,9,14,10,0,1,6
ENSG00000130244,1008,978,984,1315,1142,2016
ENSG00000130254,3533,3654,3006,3076,2791,5072
ENSG00000130255,5812,5491,5445,10770,10347,14698
ENSG00000130270,611,629,659,410,414,540
ENSG00000130283,0,0,0,0,0,0
ENSG00000130287,20,28,21,16,15,10
ENSG00000130294,14312,13724,13543,7022,6330,46912
ENSG00000130299,722,578,730,1294,1139,2128
ENSG00000130300,0,0,1,2,0,0
ENSG00000130303,5,2,8,8,8,1
ENSG00000130304,4534,4249,4408,3709,3234,4969
ENSG00000130305,1709,1694,1713,2435,2134,3357
ENSG00000130307,18,24,13,13,12,22
ENSG00000130309,6417,6219,5956,5374,4707,7746
ENSG00000130311,2472,2356,2178,2241,2003,2721
ENSG00000130312,692,641,705,801,742,1007
ENSG00000130313,134,113,183,293,286,438
ENSG00000130332,2250,2031,2259,2656,2525,3790
ENSG00000130338,1919,2070,1871,2731,2540,2841
ENSG00000130340,3800,4012,4014,3542,3419,5886
ENSG00000130347,71,74,70,198,144,210
ENSG00000130348,530,523,536,579,609,792
ENSG00000130349,219,207,210,243,211,390
ENSG00000130363,963,1015,943,874,813,1104
ENSG00000130368,0,0,1,0,0,0
ENSG00000130377,3,3,3,1,6,5
ENSG00000130382,4613,3869,4526,6011,5356,10101
ENSG00000130383,0,0,0,0,0,0
ENSG00000130385,1,0,0,0,0,0
ENSG00000130396,7685,8335,7311,7546,7252,9346
ENSG00000130402,17039,15329,18778,23467,21211,34603
ENSG00000130413,385,388,434,712,570,564
ENSG00000130414,2809,2874,2782,3395,3300,4216
